timestamp,site,url,title,type,length,language,score
2025-05-17 10:37:22,https://www.bbc.com/news,https://www.bbc.com/news/articles/cwywjw0y9rvo,"The Eurovision Song Contest is back - this time in Basel, Switzerland. The UK's entry this year is R",news,1007,en,0.10357374768089052
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world,Show all Show all Show all Show all Show all Show all Show all Show all Show all Show all Show all ©,news,44,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/politics,Show all Show all Show all © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights R,news,28,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business,Fear & Greed Index,news,192,en,0.13406593406593406
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/europe/ukraine,Everything you need to know about Russia's invasion of Ukraine. Show all Show all © 2025 Cable News ,news,36,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/middleeast/israel,"View the latest news and videos, including politics and breaking news headlines on the Israel-Hamas ",news,38,en,0.5
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world,Show all Show all Show all Show all Show all Show all Show all Show all Show all Show all Show all ©,news,44,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/politics,Show all Show all Show all © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights R,news,28,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business,Fear & Greed Index,news,192,en,0.13406593406593406
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/europe/ukraine,Everything you need to know about Russia's invasion of Ukraine. Show all Show all © 2025 Cable News ,news,36,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/middleeast/israel,"View the latest news and videos, including politics and breaking news headlines on the Israel-Hamas ",news,38,en,0.5
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/newsletters,"CNN News, delivered. Select from our newsletters below and enter your email to sign up.",news,1024,en,0.22468505920886872
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/newsletters,"CNN News, delivered. Select from our newsletters below and enter your email to sign up.",news,1024,en,0.22468505920886872
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world,Show all Show all Show all Show all Show all Show all Show all Show all Show all Show all Show all ©,news,44,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/africa,© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 20,news,22,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/americas,© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 20,news,22,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/asia,"View the latest articles and videos on Asia, including breaking news, politics, business headlines a",news,53,en,0.5
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/australia,Show all Show all © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved. ,news,26,en,0.0
